potentialtype,probability,leadsource,modifiedtime_day_of_week,modifiedtime_date_no,modifiedtime_year_no,modifiedtime_month_no,modifiedtime_business_day,modifiedtime_AM_PM,modifiedtime_quarter_year,createdtime_day_of_week,createdtime_date_no,createdtime_year_no,createdtime_month_no,createdtime_business_day,createdtime_week_no_year,createdtime_day_of_year,createdtime_AM_PM,createdtime_quarter_year,gad_offline_pushdateisEmpty
7,0.6748971193415638,12,0.13991769547325103,6,5,6,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.14814814814814814,19,0.26337448559670784,0.06172839506172839,0.9876543209876543,25,162,0.8148148148148148,0.18930041152263374,0.9917695473251029
7,0.6748971193415638,6,0.26337448559670784,30,4,9,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.20164609053497942,29,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,175,0.8148148148148148,0.18930041152263374,0.9917695473251029
7,0.6748971193415638,6,0.26337448559670784,30,4,9,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.20164609053497942,29,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,175,0.8148148148148148,0.18930041152263374,0.9917695473251029
7,0.6748971193415638,6,0.26337448559670784,30,4,9,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.20164609053497942,29,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,175,0.8148148148148148,0.18930041152263374,0.9917695473251029
7,0.6748971193415638,12,0.26337448559670784,30,4,9,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.20164609053497942,29,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,175,0.8148148148148148,0.18930041152263374,0.9917695473251029
7,0.6748971193415638,13,0.26337448559670784,30,4,9,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.20164609053497942,29,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,175,0.8148148148148148,0.18930041152263374,0.9917695473251029
7,0.6748971193415638,12,0.26337448559670784,30,4,9,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.20164609053497942,29,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,175,0.8148148148148148,0.18930041152263374,0.9917695473251029
6,0.6748971193415638,12,0.26337448559670784,30,4,9,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.20164609053497942,29,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,175,0.8148148148148148,0.18930041152263374,0.9917695473251029
6,0.6748971193415638,4,0.13991769547325103,25,5,6,0.9794238683127572,0.8477366255144033,0.24279835390946503,0.14814814814814814,6,0.26337448559670784,0.06172839506172839,0.9876543209876543,31,176,0.8148148148148148,0.18930041152263374,0.9917695473251029
7,0.6748971193415638,12,0.26337448559670784,14,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.14814814814814814,21,0.26337448559670784,0.012345679012345678,0.9876543209876543,6,204,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.20987654320987653,20,6,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,13,0.21810699588477367,23,5,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,27,0.26337448559670784,0.17695473251028807,0.9876543209876543,40,227,0.8148148148148148,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,12,0.21810699588477367,6,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.20164609053497942,21,0.26337448559670784,0.13168724279835392,0.9876543209876543,23,266,0.18518518518518517,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,12,0.14814814814814814,27,5,10,0.9794238683127572,0.1522633744855967,0.3004115226337449,0.20164609053497942,21,0.26337448559670784,0.13168724279835392,0.9876543209876543,23,266,0.18518518518518517,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,12,0.21810699588477367,17,5,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.24691358024691357,17,0.26337448559670784,0.2222222222222222,0.9876543209876543,36,311,0.18518518518518517,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,12,0.26337448559670784,13,5,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.16049382716049382,26,0.26337448559670784,0.2222222222222222,0.9876543209876543,36,312,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,12,0.26337448559670784,13,5,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.16049382716049382,26,0.26337448559670784,0.2222222222222222,0.9876543209876543,36,312,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,12,0.20987654320987653,20,6,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.16049382716049382,26,0.26337448559670784,0.2222222222222222,0.9876543209876543,36,312,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,13,0.26337448559670784,13,5,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.16049382716049382,26,0.26337448559670784,0.2222222222222222,0.9876543209876543,36,312,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,12,0.13991769547325103,22,5,2,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,23,0.26337448559670784,0.03292181069958848,0.9876543209876543,21,344,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,12,0.21810699588477367,28,5,2,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.24691358024691357,22,0.26337448559670784,0.03292181069958848,0.9876543209876543,21,346,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,12,0.20987654320987653,19,2,1,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.23045267489711935,16,0.0205761316872428,0.00411522633744856,0.9876543209876543,9,22,0.8148148148148148,0.15637860082304528,0.9917695473251029
6,0.6748971193415638,12,0.20987654320987653,28,2,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.23045267489711935,22,0.0205761316872428,0.09876543209876543,0.9876543209876543,34,43,0.8148148148148148,0.15637860082304528,0.9917695473251029
6,0.6748971193415638,8,0.13991769547325103,18,2,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.14814814814814814,5,0.0205761316872428,0.09876543209876543,0.9876543209876543,26,49,0.8148148148148148,0.15637860082304528,0.9917695473251029
6,0.6748971193415638,8,0.20987654320987653,12,2,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.23045267489711935,3,0.0205761316872428,0.09876543209876543,0.9876543209876543,26,50,0.8148148148148148,0.15637860082304528,0.9917695473251029
7,0.6748971193415638,12,0.14814814814814814,24,2,5,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.20164609053497942,25,0.0205761316872428,0.04938271604938271,0.9876543209876543,10,69,0.8148148148148148,0.15637860082304528,0.9917695473251029
7,0.6748971193415638,9,0.21810699588477367,30,4,10,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.012345679012345678,11,0.1934156378600823,0.17695473251028807,0.012345679012345678,16,241,0.18518518518518517,0.32098765432098764,0.9917695473251029
5,0.32510288065843623,9,0.13991769547325103,17,4,10,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.14814814814814814,17,0.1934156378600823,0.13168724279835392,0.9876543209876543,30,250,0.8148148148148148,0.32098765432098764,0.9917695473251029
5,0.6748971193415638,9,0.20987654320987653,29,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.23045267489711935,26,0.1934156378600823,0.13168724279835392,0.9876543209876543,30,251,0.8148148148148148,0.32098765432098764,0.9917695473251029
2,0.32510288065843623,9,0.20987654320987653,20,6,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.23045267489711935,26,0.1934156378600823,0.13168724279835392,0.9876543209876543,30,251,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,10,0.26337448559670784,28,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,25,0.1934156378600823,0.13168724279835392,0.9876543209876543,30,252,0.8148148148148148,0.32098765432098764,0.9917695473251029
5,0.32510288065843623,11,0.26337448559670784,29,4,2,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,25,0.1934156378600823,0.13168724279835392,0.9876543209876543,30,252,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,10,0.21810699588477367,24,4,10,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,25,0.1934156378600823,0.13168724279835392,0.9876543209876543,30,252,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,10,0.26337448559670784,28,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.16049382716049382,23,0.1934156378600823,0.13168724279835392,0.9876543209876543,30,253,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,10,0.26337448559670784,28,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.23045267489711935,27,0.1934156378600823,0.13168724279835392,0.9876543209876543,37,258,0.8148148148148148,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,10,0.14814814814814814,9,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.24691358024691357,12,0.1934156378600823,0.13168724279835392,0.9876543209876543,37,259,0.8148148148148148,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,10,0.13991769547325103,10,4,3,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,12,0.1934156378600823,0.13168724279835392,0.9876543209876543,37,259,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,11,0.21810699588477367,30,4,10,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,12,0.1934156378600823,0.13168724279835392,0.9876543209876543,37,259,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,9,0.14814814814814814,25,4,3,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,12,0.1934156378600823,0.13168724279835392,0.9876543209876543,37,259,0.8148148148148148,0.32098765432098764,0.9917695473251029
3,0.6748971193415638,13,0.14814814814814814,9,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.16049382716049382,13,0.1934156378600823,0.13168724279835392,0.9876543209876543,37,260,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,10,0.14814814814814814,9,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.14814814814814814,24,0.1934156378600823,0.13168724279835392,0.9876543209876543,23,264,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,11,0.13991769547325103,30,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.16049382716049382,29,0.1934156378600823,0.13168724279835392,0.9876543209876543,23,267,0.8148148148148148,0.32098765432098764,0.9917695473251029
6,0.6748971193415638,11,0.26337448559670784,28,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.012345679012345678,4,0.1934156378600823,0.13168724279835392,0.012345679012345678,8,269,0.18518518518518517,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,23,4,3,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,9,0.1934156378600823,0.07818930041152264,0.9876543209876543,27,278,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,11,0.13991769547325103,28,4,3,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,9,0.1934156378600823,0.07818930041152264,0.9876543209876543,27,278,0.8148148148148148,0.3333333333333333,0.9917695473251029
5,0.32510288065843623,9,0.21810699588477367,7,6,4,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,24,0.1934156378600823,0.07818930041152264,0.9876543209876543,17,294,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.21810699588477367,21,6,1,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.24691358024691357,24,0.1934156378600823,0.07818930041152264,0.9876543209876543,17,294,0.18518518518518517,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,11,0.26337448559670784,28,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.20164609053497942,6,0.1934156378600823,0.07818930041152264,0.9876543209876543,28,298,0.18518518518518517,0.3333333333333333,0.9917695473251029
3,0.32510288065843623,10,0.13991769547325103,30,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,20,0.1934156378600823,0.07818930041152264,0.9876543209876543,28,301,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,18,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.14814814814814814,7,0.1934156378600823,0.2222222222222222,0.9876543209876543,36,306,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,13,0.26337448559670784,25,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.24691358024691357,2,0.1934156378600823,0.2222222222222222,0.9876543209876543,36,308,0.18518518518518517,0.3333333333333333,0.9917695473251029
5,0.6748971193415638,9,0.14814814814814814,16,4,2,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.20164609053497942,26,0.1934156378600823,0.2222222222222222,0.9876543209876543,38,312,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,28,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,25,0.1934156378600823,0.2222222222222222,0.9876543209876543,38,313,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,11,0.20987654320987653,22,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,25,0.1934156378600823,0.2222222222222222,0.9876543209876543,38,313,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.13991769547325103,18,6,1,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.23045267489711935,23,0.1934156378600823,0.2222222222222222,0.9876543209876543,38,314,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.32510288065843623,11,0.14814814814814814,16,4,2,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.16049382716049382,22,0.1934156378600823,0.2222222222222222,0.9876543209876543,38,316,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.32510288065843623,11,0.21810699588477367,15,6,1,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.16049382716049382,22,0.1934156378600823,0.2222222222222222,0.9876543209876543,38,316,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,25,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.20164609053497942,27,0.1934156378600823,0.2222222222222222,0.9876543209876543,20,319,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,11,0.26337448559670784,12,4,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.16049382716049382,3,0.1934156378600823,0.2222222222222222,0.9876543209876543,20,323,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.14814814814814814,19,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.20164609053497942,16,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,326,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,11,0.13991769547325103,27,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,21,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,327,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.13991769547325103,27,4,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,21,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,327,0.8148148148148148,0.3333333333333333,0.9917695473251029
6,0.6748971193415638,11,0.13991769547325103,27,4,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.14814814814814814,21,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,327,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.20987654320987653,29,4,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.23045267489711935,29,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,328,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.20987654320987653,29,4,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.23045267489711935,29,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,328,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.20987654320987653,26,4,2,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.23045267489711935,29,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,328,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.20987654320987653,29,4,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.23045267489711935,29,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,328,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.20987654320987653,29,4,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.23045267489711935,29,0.1934156378600823,0.2222222222222222,0.9876543209876543,39,328,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,25,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.20164609053497942,28,0.1934156378600823,0.03292181069958848,0.9876543209876543,21,340,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.14814814814814814,17,6,5,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.20164609053497942,28,0.1934156378600823,0.03292181069958848,0.9876543209876543,21,340,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,25,6,8,0.9794238683127572,0.8477366255144033,0.18930041152263374,0.16049382716049382,13,0.1934156378600823,0.03292181069958848,0.9876543209876543,7,351,0.8148148148148148,0.3333333333333333,0.9917695473251029
